key,title,year,month,day,journal,issn,volume,issue,pages,authors,url,language,publisher,location,abstract,notes,doi,keywords,pubmed_id,pmc_id
rayyan-1120387487,"Everyday non-partisan fake news: Sharing behavior, platform specificity, and detection",2023,,,Frontiers in Psychology,,14,,,"Shephard, M.P. and Robertson, D.J. and Huhe, N. and Anderson, A.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85160808576&doi=10.3389%2ffpsyg.2023.1118407&partnerID=40&md5=82fc50b02694a57b8e23cf20fe6c48b7,,,,"Concern over the impact of fake news on major socio-political events is growing. The use of deliberate misinformation is thought to have played a role in the outcome of the UK EU referendum, the 2016 US presidential election, and in the effectiveness of COVID-19 public health messaging. As a result, recent research has tended to focus on hyper-partisan (e.g., US politics; Democrat/Republican), person specific (e.g., Hillary Clinton/Donald Trump) content that incorporates emotive and hyperbolic language. However, in this study, we focus on an alternative form of fake news, across a variety of topics (e.g., Crime, Immigration, and Health), that avoids these characteristics, and which may therefore be more pervasive and difficult to detect. In a three-part study, we examined participants sharing intentions for fake news (including platform preference; Facebook, Twitter, Instagram, and WhatsApp), their ability to explicitly detect fake news, and whether individual differences on psychological measures of critical thinking ability, rational thinking, and emotional stability predict sharing behavior and detection ability. The results show that even our well-informed sample (political science students) were not immune to the effects of fake news, some issues (e.g., health and crime) were more likely to be shared than others (e.g., immigration), and on specific platforms (e.g., Twitter, Facebook). In addition, we show that individual differences in emotional stability appears to be a key factor in sharing behavior, while rational thinking aptitude was key to fake news detection. Taken together, this study provides novel data that can be used to support targeted fake news interventions, suggesting possible news topic, sharing behavior, and platform specific insights. Such interventions, and implications for government policy, education, and social media companies are discussed. Copyright © 2023 Shephard, Robertson, Huhe and Anderson.",not_pertinent,10.3389/fpsyg.2023.1118407,fake news;individual differences;news sharing;news sharing platform;social media,,
rayyan-1120387488,Cardiff University at SemEval-2019 task 4: Linguistic features for hyperpartisan news detection,2019,,,"NAACL HLT 2019 - International Workshop on Semantic Evaluation, SemEval 2019, Proceedings of the 13th Workshop",,,,929-933,"Pérez-Almendros, C. and Espinosa-Anke, L. and Schockaert, S.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85118590845&partnerID=40&md5=bfcf3b667c1a0ce14b433fceaa43017a,,,,"This paper summarizes our contribution to the Hyperpartisan News Detection task in SemEval 2019. We experiment with two different approaches: 1) an SVM classifier based on word vector averages and hand-crafted linguistic features, and 2) a BiLSTM-based neural text classifier trained on a filtered training set. Surprisingly, despite their different nature, both approaches achieve an accuracy of 0.74. The main focus of this paper is to further analyze the remarkable fact that a simple feature-based approach can perform on par with modern neural classifiers. We also highlight the effectiveness of our filtering strategy for training the neural network on a large but noisy training set. © 2019 Association for Computational Linguistics",included,,Classification (of information);Support vector machines;Cardiff;Detection tasks;Feature based approaches;Linguistic features;Neural classifiers;Simple++;SVM classifiers;Text classifiers;Training sets;Word vectors;Semantics,,
rayyan-1120387489,Fighting the Fake: A Forensic Linguistic Analysis to Fake News Detection,2022,,,International Journal for the Semiotics of Law,,35,6,2409-2433,"Sousa-Silva, R.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85129037593&doi=10.1007%2fs11196-022-09901-w&partnerID=40&md5=85ed03a5e5aaf7acce3fe6c12b18be12,,,,"Fake news has been the focus of debate, especially since the election of Donald Trump (2016), and remains a topic of concern in democratic countries worldwide, given (a) their threat to democratic systems and (b) the difficulty in detecting them. Despite the deployment of sophisticated computational systems to identify fake news, as well as the streamlining of fact-checking methods, appropriate fake news detection mechanisms have not yet been found. In fact, technological approaches are likely to be inefficient, given that fake news are based mostly on partisanship and identity politics, and not necessarily on outright deception. However, as disinformation is inherently expressed linguistically, this is a privileged room for forensic linguistic analysis. This article builds upon a forensic linguistic analysis of fake news pieces published in English and in Portuguese, which were collected since 2019 from acknowledged fake news outlets. The preliminary empirical analysis reveals that fake news pieces employ particular linguistic features, e.g. at the levels of typography, orthography and spelling, and morphosyntax. The systematic identification of these features, which will allow mapping linguistic resources and patterns used in those contexts, contributes to scholarship, not only by enabling a streamlined development of computational detection systems, but more importantly by permitting the forensic linguistics expert to assist criminal investigations and give evidence in court. © 2022, The Author(s), under exclusive licence to Springer Nature B.V.",other_task,10.1007/s11196-022-09901-w,Cybercrime;Disinformation;Fact-checking;Fake news;Forensic linguistics;Language crimes,,
rayyan-1120387490,Hyperpartisan news and articles detection using BERT and ELMo,2019,,,"Proceedings - 2019 International Conference on Computer and Drone Applications, IConDA 2019",,,,29-32,"Huang, G.K.W. and Lee, J.C.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083028514&doi=10.1109%2fIConDA47345.2019.9034917&partnerID=40&md5=18978bbc050794218fb0c0639a6337e1,,,,"Fake news and articles are misleading the readers. This leads to the increasing studies of fake news article detection over the decades. Hyperpartisan news is news riddled with twisted and untruth and extremely one-sided. This news can spread more successfully than others. Besides that, hyperpartisan news can mimic the form of regular news articles. This study aims to identify and classify the hyperpartisan news with BERT and ELMo. Two distinct models, BERT and ELMo, were created to classify hyperpartisan news from two datasets, namely by-article and by-publisher. Few other models with different settings and training designed to test and optimise the performance of both models. The results of the optimised BERT and ELMo models can achieve 68.4% and 60.8%, respectively. © 2019 IEEE.",included,10.1109/IConDA47345.2019.9034917,Classification;Hyperpartisan;Natural Language Processing;Drones;News articles;Classification (of information),,
rayyan-1120387491,Detection of hyperpartisan news articles using natural language processing technique,2022,,,International Journal of Information Management Data Insights,,2,1,,"Naredla, N.R. and Adedoyin, F.F.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85126573366&doi=10.1016%2fj.jjimei.2022.100064&partnerID=40&md5=5b0c176890d3b6b85098b0602faaae6d,,,,"Yellow journalism has increased the spread of hyperpartisan news on the internet. It is very difficult for online news article readers to distinguish hyperpartisan news articles from mainstream news articles. There is a need for an automated model that can detect hyperpartisan news on the internet and tag them as hyperpartisan so that it is very easy for readers to avoid that news. A hyperpartisan news detection article was developed by using three different natural language processing techniques named BERT, ELMo, and Word2vec. This research used the bi-article dataset published at SEMEVAL-2019. The ELMo word embeddings which are trained on a Random forest classifier has got an accuracy of 0.88, which is much better than other state of art models. The BERT and Word2vec models have got the same accuracy of 0.83. This research tried different sentence input lengths to BERT and proved that BERT can extract context from local words. Evidenced from the described ML models, this study will assist the governments, news’ readers, and other political stakeholders to detect any hyperpartisan news, and also helps policy to track, and regulate, misinformation about the political parties and their leaders. © 2022 The Author(s)",included,10.1016/j.jjimei.2022.100064,BERT;Bidirectional;ELMo;NLP;Tensorflow;Transformers;Word embedding's;Word2vec,,
rayyan-1120387492,Brenda Starr at SemEval-2019 task 4: Hyperpartisan news detection,2019,,,"NAACL HLT 2019 - International Workshop on Semantic Evaluation, SemEval 2019, Proceedings of the 13th Workshop",,,,924-928,"Papadopoulou, O. and Kordopatis-Zilos, G. and Zampoglou, M. and Papadopoulos, S. and Kompatsiaris, Y.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85118560616&partnerID=40&md5=357346b59dca19012dd09a1154d085a2,,,,"In the effort to tackle the challenge of Hyperpartisan News Detection, i.e., the task of deciding whether a news article is biased towards one party, faction, cause, or person, we experimented with two systems: i) a standard supervised learning approach using superficial text and bag-of-words features from the article title and body, and ii) a deep learning system comprising a four-layer convolutional neural network and max-pooling layers after the embedding layer, feeding the consolidated features to a bi-directional recurrent neural network. We achieved an F-score of 0.712 with our best approach, which corresponds to the mid-range of performance levels in the leaderboard. © 2019 Association for Computational Linguistics",included,,Computational linguistics;Multilayer neural networks;Network layers;Semantics;Bag of words;Bi-directional;Convolutional neural network;Embeddings;F-score;Max-pooling;News articles;Performance:level;Supervised learning approaches;Recurrent neural networks,,
rayyan-1120387493,Clark Kent at SemEval-2019 task 4: Stylometric insights into hyperpartisan news detection,2019,,,"NAACL HLT 2019 - International Workshop on Semantic Evaluation, SemEval 2019, Proceedings of the 13th Workshop",,,,934-938,"Gupta, V. and Jolly, B.L.K. and Kaur, R. and Chakraborty, T.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85098824819&partnerID=40&md5=7d3c6151b2920b90dd0af6d50af3ee3a,,,,"In this paper, we present a news bias prediction system, which we developed as part of a SemEval 2019 task. We developed an XGBoost based system which uses character and word level n-gram features represented using TF-IDF, count vector based correlation matrix, and predicts if an input news article is a hyperpartisan news article. Our model was able to achieve a precision of 68.3% on the test set provided by the contest organizers. We also run our model on the BuzzFeed corpus and find XGBoost with simple character level N-Gram embeddings to be performing well with an accuracy of around 96%. © 2019 Association for Computational Linguistics",included,,Character level;Correlation matrix;Embeddings;N-grams;News articles;Prediction systems;Simple++;Stylometrics;Test sets;Word level;Semantics,,
rayyan-1120387494,Robust fake news detection over time and attack,2019,,,ACM Transactions on Intelligent Systems and Technology,,11,1,,"Horne, B.D. and NØrregaard, J. and Adali, S.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85077367010&doi=10.1145%2f3363818&partnerID=40&md5=ff2c4901b28e59cc2cd1f7320e1086b7,,,,"In this study, we examine the impact of time on state-of-the-art news veracity classifiers. We show that, as time progresses, classification performance for both unreliable and hyper-partisan news classification slowly degrade. While this degradation does happen, it happens slower than expected, illustrating that hand-crafted, content-based features, such as style of writing, are fairly robust to changes in the news cycle.We show that this small degradation can bemitigated using online learning. Last, we examine the impact of adversarial content manipulation by malicious news producers. Specifically, we test three types of attack based on changes in the input space and data availability. We show that static models are susceptible to content manipulation attacks, but online models can recover from such attacks. © 2019 Association for Computing Machinery.",other_task,10.1145/3363818,Adversarial machine learning;Biased news;Concept drift;Disinformation;Fake news;Fake news detection;Misinformation;Misleading news;Robust machine learning;Concept drifts;Machine learning,,
rayyan-1120387495,Vernon-fenwick at SemEval-2019 task 4: Hyperpartisan news detection using lexical and semantic features,2019,,,"NAACL HLT 2019 - International Workshop on Semantic Evaluation, SemEval 2019, Proceedings of the 13th Workshop",,,,1078-1082,"Srivastava, V. and Sahoo, S.K. and Gupta, A. and Rohit, R.R. and Prakash, D. and Kim, Y.H.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083026422&partnerID=40&md5=39507acd1bf13f2f9140016630c20edf,,,,"In this paper, we present our submission for SemEval-2019 Task 4: Hyperpartisan News Detection. Hyperpartisan news articles are sharply polarized and extremely biased (one-sided). It shows blind beliefs, opinions and unreasonable adherence to a party, idea, faction or a person. Through this task, we aim to develop an automated system that can be used to detect hyperpartisan news and serve as a prescreening technique for fake news detection. The proposed system jointly uses a rich set of handcrafted textual and semantic features. Our system achieved 2nd rank on the primary metric (82.0% accuracy) and 1st rank on the secondary metric (82.1% F1-score), among all participating teams. Comparison with the best performing system on the leaderboard1 shows that our system is behind by only 0.2% absolute difference in accuracy. © 2019 Association for Computational Linguistics",included,,Semantics;Absolute difference;Automated systems;F1 scores;Lexical features;News articles;Participating teams;Prescreening;Semantic features;Textual features;Automation,,
rayyan-1120387496,Steve Martin at SemEval-2019 task 4: Ensemble learning model for detecting hyperpartisan news,2019,,,"NAACL HLT 2019 - International Workshop on Semantic Evaluation, SemEval 2019, Proceedings of the 13th Workshop",,,,990-994,"Joo, Y. and Hwang, I.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85091900275&partnerID=40&md5=14a238159bef9c61b55ecdb6c79bb24d,,,,"This paper describes our submission to task 4 in SemEval 2019, i.e., hyperpartisan news detection. Our model aims at detecting hyperpartisan news by incorporating the style-based features and the content-based features. We extract a broad number of feature sets and use as our learning algorithms the GBDT and the n-gram CNN model. Finally, we apply the weighted average for effective learning between the two models. Our model achieves an accuracy of 0.745 on the test set in subtask A. © 2019 Association for Computational Linguistics",included,,Learning algorithms;Semantics;CNN models;Content-based features;Effective learning;Ensemble learning;Features sets;Learning models;N-grams;Subtask;Test sets;Weighted averages;Learning systems;Learning,,
rayyan-1120387497,Dick-Preston and Morbo at SemEval-2019 task 4: Transfer learning for hyperpartisan news detection,2019,,,"NAACL HLT 2019 - International Workshop on Semantic Evaluation, SemEval 2019, Proceedings of the 13th Workshop",,,,939-943,"Isbister, T. and Johansson, F.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85089224552&partnerID=40&md5=91e69742eef35a2a00c23e219d34d82a,,,,"In a world of information operations, influence campaigns, and fake news, classification of news articles as following hyperpartisan argumentation or not is becoming increasingly important. We present a deep learning-based approach in which a pre-trained language model has been fine-tuned on domain-specific data and used for classification of news articles, as part of the SemEval-2019 task on hyperpartisan news detection. The suggested approach yields accuracy and F1-scores around 0.8 which places the best performing classifier among the top-5 systems in the competition. © 2019 Association for Computational Linguistics",included,,Computational linguistics;Deep learning;Semantics;Domain specific;F1 scores;Information operations;Language model;Learning-based approach;News articles;Preston;Transfer learning;Classification (of information),,
rayyan-1120387498,TakeLab at SemEval-2019 task 4: Hyperpartisan news detection,2019,,,"NAACL HLT 2019 - International Workshop on Semantic Evaluation, SemEval 2019, Proceedings of the 13th Workshop",,,,995-998,"Palić, N. and Vladika, J. and Čubelić, D. and Lovrenčić, I. and Buljan, M. and Šnajder, J.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85117560123&partnerID=40&md5=e3382f90fbfc92edb78e6ffdd948020e,,,,"In this paper, we demonstrate the system built to solve the SemEval-2019 task 4: Hyperpartisan News Detection (Kiesel et al., 2019), the task of automatically determining whether an article is heavily biased towards one side of the political spectrum. Our system receives an article in its raw, textual form, analyzes it, and predicts with moderate accuracy whether the article is hyperpartisan. The learning model used was primarily trained on a manually prelabeled dataset containing news articles. The system relies on the previously constructed SVM model, available in the Python Scikit-Learn library. We ranked 6th in the competition of 42 teams with an accuracy of 79.1% (the winning team had 82.2%). © 2019 Association for Computational Linguistics",included,,Semantics;Support vector machines;Form analysis;Learn+;Learning models;News articles;Spectra's;SVM model;Python,,
rayyan-1120387499,Team Kermit-the-frog at SemEval-2019 task 4: Bias detection through sentiment analysis and simple linguistic features,2019,,,"NAACL HLT 2019 - International Workshop on Semantic Evaluation, SemEval 2019, Proceedings of the 13th Workshop",,,,1016-1020,"Anthonio, T. and Kloppenburg, L.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85118549579&partnerID=40&md5=66c3a328135fa331b64bb62f0a340c66,,,,"In this paper we describe our participation in the SemEval 2019 shared task on hyperpartisan news detection. We present the system that we submitted for final evaluation and the three approaches that we used: sentiment, bias-laden words and filtered n-gram features. Our submitted model is a Linear SVM that solely relies on the negative sentiment of a document. We achieved an accuracy of 0.621 and a f1 score of 0.694 in the competition, revealing the predictive power of negative sentiment for this task. There was no major improvement by adding or substituting the features of the other two approaches that we tried. © 2019 Association for Computational Linguistics",included,,Semantics;F1 scores;Linear SVM;Linguistic features;N-grams;Negative sentiments;Predictive power;Sentiment analysis;Simple++;Bias (Epidemiology),,
rayyan-1120387500,Team Howard Beale at SemEval-2019 task 4: Hyperpartisan news detection with BERT,2019,,,"NAACL HLT 2019 - International Workshop on Semantic Evaluation, SemEval 2019, Proceedings of the 13th Workshop",,,,1007-1011,"Mutlu, O. and Can, O.A. and Dayanık, E.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85118547951&partnerID=40&md5=a747cd892ee8906a2403f0ba002a6db7,,,,"This paper describes our system for SemEval-2019 Task 4: Hyperpartisan News Detection (Kiesel et al., 2019). We use pretrained BERT (Devlin et al., 2018) architecture and investigate the effect of different fine tuning regimes on the final classification task. We show that additional pretraining on news domain improves the performance on the Hyperpartisan News Detection task. Our system1 ranked 8th out of 42 teams with 78.3% accuracy on the held-out test dataset. © 2019 Association for Computational Linguistics",included,,Classification (of information);Computational linguistics;Semantics;Classification tasks;Detection tasks;Fine tuning;News domain;Performance;Pre-training;Statistical tests,,
rayyan-1120387501,Doris Martin at SemEval-2019 task 4: Hyperpartisan news detection with generic semi-supervised features,2019,,,"NAACL HLT 2019 - International Workshop on Semantic Evaluation, SemEval 2019, Proceedings of the 13th Workshop",,,,944-948,"Agerri, R.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85101486062&partnerID=40&md5=962537f1823c1ddad05581c84a7944a5,,,,"In this paper we describe our participation to the Hyperpartisan News Detection shared task at SemEval 2019. Motivated by the late arrival of Doris Martin, we test a previously developed document classification system which consists of a combination of clustering features implemented on top of some simple shallow local features. We show how leveraging distributional features obtained from large in-domain unlabeled data helps to easily and quickly develop a reasonably good performing system for detecting hyperpartisan news. The system and models generated for this task are publicly available. © 2019 Association for Computational Linguistics",included,,Classification (of information);Computational linguistics;Information retrieval systems;Semantics;Clustering feature;Distributional features;Document classification systems;Late arrival;Local feature;Semi-supervised;Simple++;Unlabeled data;Feature extraction,,
rayyan-1120387502,Orwellian-times at SemEval-2019 task 4: A stylistic and content-based classifier,2019,,,"NAACL HLT 2019 - International Workshop on Semantic Evaluation, SemEval 2019, Proceedings of the 13th Workshop",,,,976-980,"Knauth, J.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85118576533&partnerID=40&md5=efeee55b4e36426e8715af17550716c7,,,,"While fake news detection received quite a bit of attention in recent years, hyperpartisan news detection is still an underresearched topic. This paper presents our work towards building a classification system for hyperpartisan news detection in the context of the SemEval2019 shared task 4. We experiment with two different approaches - a more stylistic one, and a more content related one - achieving average results. © 2019 Association for Computational Linguistics",included,,Classification system;Content-based classifiers;Classification (of information),,
rayyan-1120387503,Beyond “fake news”: Analytic thinking and the detection of false and hyperpartisan news headlines,2021,,,Judgment and Decision Making,,16,2,484-504,"Ross, R.M. and R and , D.G. and Pennycook, G.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85104024577&partnerID=40&md5=c9148f7a886472f22fc42d8f852fc489,,,,"Why is misleading partisan content believed and shared? An influential account posits that political partisanship pervasively biases reasoning, such that engaging in analytic thinking exacerbates motivated reasoning and, in turn, the acceptance of hyper- partisan content. Alternatively, it may be that susceptibility to hyperpartisan content is explained by a lack of reasoning. Across two studies using different participant pools (total N = 1,973 Americans), we had participants assess true, false, and hyperpartisan news headlines taken from social media. We found no evidence that analytic thinking was associated with judging politically consistent hyperpartisan or false headlines to be accurate and unbiased. Instead, analytic thinking was, in most cases, associated with an increased tendency to distinguish true headlines from both false and hyperpar- tisan headlines (and was never associated with decreased discernment). These results suggest that reasoning typically helps people differentiate between low and high qual- ity political news, rather than facilitate belief in misleading content. Because social media play an important role in the dissemination of misinformation, we also inves- tigated willingness to share headlines on social media. We found a similar pattern whereby analytic thinking was not generally associated with increased willingness to share hyperpartisan or false headlines. Together, these results suggest a positive role for reasoning in resisting misinformation. © 2021, Society for Judgment and Decision making. All rights reserved.",other_task,,Dual-process theory;Fake news;Misinformation;News media;Partisanship;Thinking,,
rayyan-1120387504,Evaluating the News: (Mis)Perceptions of Objectivity and Credibility,2019,6,,Political Behavior,1909320,41,2,445-471,"Kelly, Dimitri",https://www.proquest.com/scholarly-journals/evaluating-news-mis-perceptions-objectivity/docview/2018438308/se-2?accountid=17253 https://iacobus.usc.gal/openurl/34CISUG_USC/34CISUG_USC:VU1?&genre=article&issn=01909320&title=Evaluating+the+News%253A+%2528Mis%2529Perceptions+of+Objectivity+and+Credibility&volume=41&issue=2&date=2019&atitle=Evaluating+the+News%253A+%2528Mis%2529Perceptions+of+Objectivity+and+Credibility&spage=445&sid=ProQ%253Apsychology&author=Kelly https://doi.org/10.1007/s11109-018-9458-4,English,Springer Nature B.V.,"Department of Political Science, Linfield College, Mcminnville, OR, USA ; Department of Political Science, Linfield College, Mcminnville, OR, USA New York","The introduction and popularity of politically biased news sources represents a significant historical shift in the media environment, with important unexplored consequences. Evidence points to partisan segmentation in the contemporary news market, but while assumptions abound, the mechanism driving consumers to sort along party lines is unclear. I develop a framework for news choice based on perceptions of objectivity and credibility and report a test of its central mechanism using a nationally representative survey experiment. I find support for a congenial media effect, where news content from an unfamiliar source is seen as more credible and less biased when it is consistent with existing beliefs, while balanced news content may be dismissed as less credible and biased. Previous studies have examined how perceptions of bias in identical news content can change when it is attributed to different sources. In todayâ€™s media world however, access to more news sources generally and the ease with which content from those sources can be shared makes it increasingly likely people will be exposed to news content from either unknown or potentially fake news sources. This study contributes to the literature by identifying the unique effect of message content on perceptions of news bias and source credibility, while holding source constant. Paradoxically, my findings indicate that political selective exposure may arise out of individualsâ€™ genuine desire for unbiased news.",not_pertinent,10.1007/s11109-018-9458-4,Political Science;Media bias;Ideological bias;News choice;Heuristics;Hostile media effect;Partisanship;Credibility;Mass media effects;Consumers;Political parties;Bias;Heuristic;Objectivity,,
rayyan-1120387505,What Is (Fake) News? Analyzing News Values (and More) in Fake Stories,2021,,,Media and Communication,,9,1,110-119,"T and oc, Edson C., Jr and Thomas, Ryan J. and Bishop, Lauren",https://www.proquest.com/scholarly-journals/what-is-fake-news-analyzing-values-more-stories/docview/2511142898/se-2?accountid=17253 https://iacobus.usc.gal/openurl/34CISUG_USC/34CISUG_USC:VU1?&genre=article&issn=&title=What+Is+%2528Fake%2529+News%253F+Analyzing+News+Values+%2528and+More%2529+in+Fake+Stories&volume=9&issue=1&date=2021&atitle=What+Is+%2528Fake%2529+News%253F+Analyzing+News+Values+%2528and+More%2529+in+Fake+Stories&spage=110&sid=ProQ%253Apubliccontent&author=Tandoc https://doi.org/10.17645/mac.v9i1.3331,English,Cogitatio Press,Lisbon,"â€˜Fake newsâ€™ has been a topic of controversy during and following the 2016 U.S. presidential election. Much of the scholarship on it to date has focused on the â€˜fakenessâ€™ of fake news, illuminating the kinds of deception involved and the motivations of those who deceive. This study looks at the â€˜newsnessâ€™ of fake news by examining the extent to which it imitates the characteristics and conventions of traditional journalism. Through a content analysis of 886 fake news articles, we find that in terms of news values, topic, and formats, articles published by fake news sites look very much like traditional—and real—news. Most of their articles included the news values of timeliness, negativity, and prominence; were about government and politics; and were written in an inverted pyramid format. However, one point of departure is in terms of objectivity, operationalized as the absence of the authorâ€™s personal opinion. The analysis found that the majority of articles analyzed included the opinion of their author or authors.",other_task,10.17645/mac.v9i1.3331,Communications;content analysis;disinformation;fake news;inverted pyramid;news values;objectivity;traditional news;News;Elections;Journalism;Values;Politics;Conventions;Deception;Communication;Social networks;False information;Conspiracy;Presidential elections;Partisanship,,
rayyan-1120387506,Sentiment Analysis for Fake News Detection,2021,,,Electronics,,10,11,1348,"Vilares, David and Gómez-Rodríguez, Carlos and Vilares, Jesús",https://www.proquest.com/scholarly-journals/sentiment-analysis-fake-news-detection/docview/2539625328/se-2?accountid=17253 https://iacobus.usc.gal/openurl/34CISUG_USC/34CISUG_USC:VU1?&genre=article&issn=&title=Sentiment+Analysis+for+Fake+News+Detection&volume=10&issue=11&date=2021&atitle=Sentiment+Analysis+for+Fake+News+Detection&spage=1348&sid=ProQ%253Apubliccontent&author=Vilares https://doi.org/10.3390/electronics10111348,English,MDPI AG,Basel,"In recent years, we have witnessed a rise in fake news, i.e., provably false pieces of information created with the intention of deception. The dissemination of this type of news poses a serious threat to cohesion and social well-being, since it fosters political polarization and the distrust of people with respect to their leaders. The huge amount of news that is disseminated through social media makes manual verification unfeasible, which has promoted the design and implementation of automatic systems for fake news detection. The creators of fake news use various stylistic tricks to promote the success of their creations, with one of them being to excite the sentiments of the recipients. This has led to sentiment analysis, the part of text analytics in charge of determining the polarity and strength of sentiments expressed in a text, to be used in fake news detection approaches, either as a basis of the system or as a complementary element. In this article, we study the different uses of sentiment analysis in the detection of fake news, with a discussion of the most relevant elements and shortcomings, and the requirements that should be met in the near future, such as multilingualism, explainability, mitigation of biases, or treatment of multimedia elements.",other_task,10.3390/electronics10111348,Electronics;sentiment analysis;opinion mining;fake news;social media;News;Propaganda;Data mining;False information;Conspiracy;Politics;Social networks;Gossip;Multimedia,,
rayyan-1120387507,H-Prop and H-Prop-News: Computational Propaganda Datasets in Hindi,2022,,,Data,,7,3,29,"Chaudhari, Deptii and Pawar, Ambika Vishal and Barrón-Cedeño, Alberto",https://www.proquest.com/scholarly-journals/h-prop-news-computational-propaganda-datasets/docview/2642397545/se-2?accountid=17253 https://iacobus.usc.gal/openurl/34CISUG_USC/34CISUG_USC:VU1?&genre=article&issn=&title=H-Prop+and+H-Prop-News%253A+Computational+Propaganda+Datasets+in+Hindi&volume=7&issue=3&date=2022&atitle=H-Prop+and+H-Prop-News%253A+Computational+Propaganda+Datasets+in+Hindi&spage=29&sid=ProQ%253Apubliccontent&author=Chaudhari https://doi.org/10.3390/data7030029,English,MDPI AG,"Department of CS & IT, Symbiosis Institute of Technology (SIT), Symbiosis International (Deemed University), Pune 412115, India ; Department of Interpreting and Translation, Alma Mater Studiorum-Università di Bologna, Corso della Repubblica 136, 47121 Forlì, Italy; a.barron@unibo.it ; Department of CS & IT, Symbiosis Institute of Technology (SIT), Symbiosis International (Deemed University), Pune 412115, India Basel","In this digital era, people rely on the internet for their news consumption. As people are free to express their opinions on social media, much information shared on the internet is loaded with propaganda. Propagandist contents are intended to influence public opinion. In the mainstream media or prominent news agencies, the authorsâ€™ and news agenciesâ€™ own bias may impact in the news contents. Hence, it is required to detect such propaganda spread through news articles. Detection and classification of propagandist text require standard, high-quality, annotated datasets. A few datasets are available for propaganda classification. However, these datasets are mostly in English. Hindi is the most spoken language in India, and efforts are needed to detect its propagandist contents. This research work introduces two new datasets: H-Prop and H-Prop-News, which consist of news articles in Hindi annotated as propaganda or non-propaganda. The H-Prop dataset is generated by translating 28,630 news articles from the QProp dataset. The H-Prop-News dataset contains 5500 news articles collected from 32 prominent Hindi news websites. We experiment with the proposed datasets using four supervised machine learning models combined with different feature vectors and word embeddings. Our experiments achieve 87% accuracy using Logistic Regression with TF-IDF feature vectors. The datasets provide high-quality labeled news articles in Hindi and open new avenues for researchers to explore techniques for analyzing and classifying propaganda in Hindi text.Dataset:https://zenodo.org/record/5828240#.YduLv2hBxPY.Dataset License: Creative Commons Attribution 4.0 International",other_task,10.3390/data7030029,Sciences: Comprehensive Works;propaganda identification;news articles analysis;Hindi text processing;Language;Translating;Datasets;Classification;Internet;Websites;News;Supervision;Propaganda;Machine learning;Annotations;Translations;Media coverage;Bias;India,,
